"","source","target","mor"
"20012","DBP","PVR",1
"20013","TCF3","PVR",1
"20014","CEBPB","GPD1",1
"20015","CEBPB","STMN1",1
"20016","PPARG","DLK1",1
"20017","CEBPB","PDK4",1
"20018","RUNX3","AGTRAP",1
"20019","KLF4","PFKP",1
"20020","NCOA1","MED1",1
"20021","NCOA1","UBE2C",1
"20022","NCOA3","MED1",1
"20023","NCOA3","POLR2F",1
"20024","NCOA3","UBE2C",1
"20025","NEUROD6","NEUROD1",1
"20026","NR3C1","IL2",-1
"20027","SALL3","CYC1",1
"20028","NKX3-1","MAP3K5",1
"20029","NKX3-1","MAPK1",1
"20030","TP53","MAP3K5",1
"20031","NKX3-1","PTGFR",1
"20032","NFE2L2","CALCA",1
"20033","PBX1","BGLAP",-1
"20034","SP7","BGLAP",1
"20035","HOXA10","SP7",1
"20036","PBX1","SP7",-1
"20037","CEBPB","MSTN",1
"20038","PPARD","LEP",-1
"20039","EOMES","IL17A",1
"20040","STAT5A","CD207",1
"20041","PAX8","RB1",1
"20042","PAX8","SLC25A5",1
"20043","PAX8","TNFRSF11A",1
"20044","PAX8","E2F1",1
"20045","ESRRB","OTX2",1
"20046","NEUROD1","OTX2",1
"20047","NR2E3","OTX2",1
"20048","NFATC1","TNFSF10",1
"20049","SP3","CD2AP",1
"20050","KDM5A","BGLAP",1
"20051","KDM5A","MARK1",1
"20052","SP7","FGFR1",1
"20053","SP7","MARK1",1
"20054","SP7","ME3",1
"20055","TBX6","CDKN1B",1
"20056","FOXP1","GJA1",1
"20057","FOXP1","MYH7",1
"20058","FOXP1","RCAN1",1
"20059","HESX1","MYH7",1
"20060","HESX1","RCAN1",1
"20061","NFATC4","GJA1",1
"20062","NFATC4","MYH7",1
"20063","NFATC4","RCAN1",1
"20064","FOXP1","CDKN1C",1
"20065","FOXP1","MYH6",1
"20066","CEBPB","RIC8B",1
"20067","SMARCA1","RIC8B",1
"20068","GATA2","CDX2",1
"20069","MBD2","POU5F1",-1
"20070","DNMT3A","POU5F1",-1
"20071","NR6A1","MBD3",1
"20072","GATA4","HAMP",1
"20073","STAT3","PRKAA1",1
"20074","NFE2","HBG1",1
"20075","KLF2","HBB",1
"20076","RELA","PLK1",1
"20077","HIF1A","NRP2",-1
"20078","HNF1A","SPINK1",1
"20079","IRF3","TICAM1",1
"20080","GATA3","DUSP16",1
"20081","TBX21","DUSP16",1
"20082","SMAD2","RGCC",1
"20083","ETV4","RGCC",1
"20084","SMAD4","RGCC",1
"20085","SMAD3","RGCC",1
"20086","HIF1A","SLC8A1",1
"20087","HR","HPSE",1
"20088","HR","RRM1",1
"20089","EHF","RUVBL1",1
"20090","TP53","H2BC11",1
"20091","TP53","KRT9",1
"20092","TP53","PAF1",1
"20093","TP53","RNF20",1
"20094","ID4","IGF1R",1
"20095","NR1H4","KRT13",1
"20096","DLX5","AKT1",1
"20097","CREB1","TIMM50",1
"20098","ETS1","TIMM50",1
"20099","TP53","TIMM50",1
"20100","DMRT1","STRA8",-1
"20101","JUN","HAVCR2",1
"20102","NR5A1","STARD7",1
"20103","ETV1","POMC",1
"20104","STAT3","CAV1",1
"20105","ZBTB38","MYOG",1
"20106","SMAD3","FOXA2",1
"20107","AIRE","TLR3",1
"20108","AIRE","TLR8",1
"20109","ERG","RHOJ",1
"20110","PGR","CYP19A1",-1
"20111","NFKB1","IL17C",1
"20112","RELA","IL17C",1
"20113","ESR1","CCN2",1
"20114","OVOL2","H1-6",1
"20115","SP1","PREX1",1
"20116","TP63","PTEN",1
"20117","TP63","AKT1",1
"20118","SRY","TCF21",1
"20119","SOX9","TCF21",1
"20120","HOXB1","CRABP1",1
"20121","RUNX3","JAG1",-1
"20122","NFE2L2","CRYZ",1
"20123","HES1","MAML1",1
"20124","MAML1","HES1",1
"20125","FOXC2","ITGB1",1
"20126","NR3C1","TSC22D3",1
"20127","ELK1","BAX",1
"20128","ELK1","CDKN1A",1
"20129","NFATC3","IL2",1
"20130","NFATC3","PTGS2",1
"20131","ERF","ACSL5",1
"20132","SNAI2","STAT1",1
"20133","SP1","TRPV1",1
"20134","SP4","TRPV1",1
"20135","NR1H3","CYP1A1",1
"20136","NR1H3","HLA-DRB1",1
"20137","ZFPM1","IFNG",1
"20138","JUN","ABCC8",1
"20139","TGIF1","ELAVL1",1
"20140","STAT5A","LEP",1
"20141","KAT7","APC",1
"20142","YBX1","PC",1
"20143","YBX1","AR",1
"20144","NCOA1","S100B",1
"20145","FOXP3","H1-5",1
"20146","FOS","EGF",1
"20147","E2F1","KCNH1",1
"20148","TP53","KCNH1",1
"20149","TP53","PTPN6",1
"20150","HNF4A","UPK2",1
"20151","TFAP2A","INHA",1
"20152","SKIL","FSHB",-1
"20153","TGIF1","FSHB",-1
"20154","JUN","FSHB",1
"20155","STAT1","IL17A",1
"20156","STAT1","IL17RA",1
"20157","CXXC1","RB1",1
"20158","SREBF1","FGF21",-1
"20159","KLF2","KPNA2",1
"20160","KLF4","KPNA2",1
"20161","ESR1","FGF8",1
"20162","NHLH2","MC4R",1
"20163","AR","CYP17A1",1
"20164","SOX17","CYP17A1",1
"20165","GATA2","EMCN",1
"20166","GLI1","CD24",1
"20167","GLI1","VEGFA",1
"20168","YY1","BRCA1",1
"20169","MYC","RAC3",1
"20170","KAT5","DNTTIP2",1
"20171","NKX2-2","SIRT2",1
"20172","ERG","SPP1",1
"20173","CEBPB","PRLR",1
"20174","SP1","PRLR",1
"20175","MBD2","NOS3",1
"20176","HIF1A","VLDLR",1
"20177","RARA","CADM1",1
"20178","EN1","UTRN",-1
"20179","CUX1","DAXX",1
"20180","CUX1","KISS1",1
"20181","TTF1","KISS1",1
"20182","YY1","KISS1",-1
"20183","NRL","CISH",1
"20184","RORB","NRL",1
"20185","NEUROG3","ATOH8",1
"20186","ATOH8","FGFR1",1
"20187","ATOH8","KRT27",1
"20188","ATOH8","ME3",1
"20189","TWIST1","DSPP",1
"20190","STAT3","ABCB1",1
"20191","HOXB5","RET",1
"20192","CEBPB","P2RX3",1
"20193","RUNX1","P2RX3",1
"20194","DNMT3B","TERT",1
"20195","ETV4","NOTCH1",1
"20196","ETV4","NOTCH4",1
"20197","JUN","NOTCH4",1
"20198","IRF4","INPP5D",1
"20199","ESR1","KCNK5",1
"20200","SFPQ","PER1",1
"20201","SFPQ","SIN3A",1
"20202","IRF1","SMARCA4",1
"20203","KMT2A","HOXC6",1
"20204","KMT2B","HOXC6",1
"20205","NCOR1","HOXC6",1
"20206","ESR1","HOXC6",1
"20207","ESR2","HOXC6",1
"20208","NFKB1","TREM1",1
"20209","TP53","XPO1",-1
"20210","ATF4","DKK1",1
"20211","KLF4","IL17A",1
"20212","RARA","TNFRSF10A",1
"20213","RARA","WDR11",1
"20214","GLI1","BMI1",1
"20215","CEBPA","CTSL",1
"20216","THRB","RGN",1
"20217","CEBPB","COPS5",1
"20218","STAT3","COPS5",1
"20219","CEBPG","COPS5",1
"20220","GATA1","COPS5",1
"20221","CTCF","ATXN7",1
"20222","RXRA","ABCC2",1
"20223","LEF1","NANOG",1
"20224","ESR1","STK11",-1
"20225","TBX21","ABL1",1
"20226","TBX21","BTK",1
"20227","TBX21","PTPRJ",1
"20228","HOXB7","EGFR",1
"20229","LHX2","GFAP",1
"20230","NFIA","GFAP",1
"20231","MYC","PSMD10",1
"20232","AHR","PPARGC1B",1
"20233","CREB1","FILIP1L",1
"20234","MYC","ABCA4",1
"20235","MYC","ABCB6",1
"20236","CREB1","BMP2",1
"20237","PAX6","OLIG2",-1
"20238","TCF12","OLIG2",1
"20239","PITX3","MIP",1
"20240","PITX3","TNPO1",1
"20241","GATA2","SNCA",1
"20242","SRF","GATA2",1
"20243","DDIT3","H3-3A",1
"20244","PPARG","CTSL",1
"20245","PPARA","CTSL",1
"20246","TEAD4","CCN2",1
"20247","SALL3","TH",1
"20248","KAT7","PLA2G4A",1
"20249","KAT7","KAT2A",1
"20250","HNF1B","CA2",1
"20251","HNF1B","CFTR",1
"20252","HNF1B","PROM1",1
"20253","CREB1","DIO2",1
"20254","GABPA","GFI1",1
"20255","RUNX1","HBZ",1
"20256","SRF","TNC",1
"20257","HMBOX1","LAMP1",1
"20258","HMBOX1","KLRK1",1
"20259","SIX1","EYA2",1
"20260","ZNF384","HES1",1
"20261","ZNF384","PDLIM7",1
"20262","ATF6","CREB3",1
"20263","MAFB","PTH",1
"20264","FOXO3","RUNX2",1
"20265","OLIG2","GFAP",-1
"20266","MEF2C","OPN1MW",1
"20267","MEF2C","RGR",-1
"20268","MEF2C","RHO",-1
"20269","MEF2C","RPE65",1
"20270","CREB1","GDA",1
"20271","NR0B2","MAPK8",1
"20272","RFX1","PTPN6",1
"20273","TFAP4","MAPK8",1
"20274","TFAP4","PTPN6",1
"20275","MAX","CD80",1
"20276","MAX","SLC25A1",1
"20277","MYC","CD80",1
"20278","MYC","SLC25A1",1
"20279","RUNX1","SERPINB13",-1
"20280","RUNX1","CTSK",1
"20281","XBP1","SIRT1",1
"20282","STAT3","IRF1",1
"20283","MBD2","ADGRB1",1
"20284","NR0B2","EGR1",-1
"20285","HNF4A","EGR1",1
"20286","TP73","CASP8AP2",1
"20287","ATF5","GFAP",1
"20288","RORA","SMARCD1",1
"20289","CREB3L2","SEC24C",1
"20290","FOXL2","ACTA2",1
"20291","STAT3","FOXO1",1
"20292","STAT3","FOXO3",1
"20293","STAT3","BAD",-1
"20294","STAT3","FASLG",-1
"20295","SOX17","ROBO4",1
"20296","AR","FKBP4",1
"20297","URI1","AR",-1
"20298","AR","URI1",1
"20299","SP1","TINF2",1
"20300","JUN","RHOC",1
"20301","TP53","GAS1",1
"20302","USF1","NR5A1",1
"20303","NR5A1","SHBG",1
"20304","USF2","NR5A1",1
"20305","AR","TUBB3",1
"20306","CEBPA","OXTR",1
"20307","ISL1","NEUROD4",1
"20308","JUN","GADD45A",1
"20309","EBF1","BCR",1
"20310","NFATC1","FGFR1",1
"20311","NFATC1","KRT27",1
"20312","NFATC1","ME3",1
"20313","NFATC1","KDM6B",1
"20314","AHR","MFSD2A",1
"20315","ARNT","MFSD2A",1
"20316","ESR1","RET",1
"20317","CEBPB","ERCC6",1
"20318","CEBPB","HSPA9",1
"20319","MYC","IGF1R",1
"20320","MYC","IL7R",1
"20321","ATF4","CHAC1",1
"20322","RUNX1","PIK3CG",1
"20323","HIF1A","SH3BP2",1
"20324","MTF1","ABCC3",1
"20325","TP63","POLI",1
"20326","TP63","BNC1",1
"20327","DDIT3","LCN2",1
"20328","ESR1","LCN2",1
"20329","FOXO1","PNPLA2",1
"20330","HES1","TLX3",1
"20331","NFE2L2","CACNA1C",1
"20332","PBX1","CDKN2B",1
"20333","VDR","IL17A",1
"20334","AIRE","CD28",1
"20335","FOXP3","FASLG",-1
"20336","AR","CDK20",1
"20337","STAT3","SECTM1",1
"20338","LITAF","FURIN",1
"20339","MSGN1","WNT3A",1
"20340","HIF1A","MMP15",1
"20341","DNMT1","PDLIM7",1
"20342","DNMT3A","PDLIM7",1
"20343","NR5A1","CYP26B1",1
"20344","SOX9","CYP26B1",1
"20345","FOXL2","CYP26B1",-1
"20346","HOXA10","SPAST",1
"20347","HOXA10","EMX2",-1
"20348","ESRRG","CYP19A1",1
"20349","HIF1A","ESRRG",1
"20350","IRF8","ARG1",1
"20351","SPI1","ARG1",1
"20352","NR1H3","ARG1",1
"20353","NR1H3","TRIM63",1
"20354","NFAT5","ACTA2",1
"20355","NFAT5","CISH",1
"20356","IRF1","TG",1
"20357","CEBPB","WNT10B",1
"20358","SP1","TIGAR",1
"20359","ESR1","AURKA",1
"20360","GATA3","ERBB2",1
"20361","TRPS1","ERBB2",1
"20362","GATA3","AURKA",1
"20363","RELA","GLRX",1
"20364","ESR2","FOXM1",-1
"20365","FOXN1","B3GNT9",1
"20366","NR1I2","SULT1E1",1
"20367","HNF4A","RNF34",1
"20368","HNF4A","SULT1E1",1
"20369","STAT3","ICOS",1
"20370","DNMT1","BRMS1",1
"20371","DNMT1","TNF",1
"20372","E2F1","CDKN2D",1
"20373","RARA","STAT1",-1
"20374","ATF4","PER2",1
"20375","CEBPB","GAP43",1
"20376","EZH2","VIM",1
"20377","NFIC","FABP7",1
"20378","POU3F1","FABP7",1
"20379","POU3F2","FABP7",1
"20380","TCF21","KISS1",1
"20381","TCF3","KISS1",1
"20382","ZEB1","CCN2",-1
"20383","CTCF","MGAT5B",1
"20384","NEUROD1","MGAT5B",1
"20385","HIF1A","CTF1",1
"20386","HIF1A","SLC22A5",1
"20387","HOXC8","LLGL1",1
"20388","CREB1","AQP2",1
"20389","FOXO1","MAOA",-1
"20390","ESR2","SFTPB",1
"20391","SRF","GLIPR1",1
"20392","SP1","APOB",1
"20393","TFCP2","GFAP",1
"20394","MYC","IGF2BP1",1
"20395","MYC","PDCD4",1
"20396","PDX1","FGFR1",1
"20397","PDX1","OGA",1
"20398","PPARG","PGK1",-1
"20399","PPARG","PRKCZ",-1
"20400","PITX2","CRY1",1
"20401","CREB1","TNFSF13",1
"20402","SMAD3","TNFSF13",1
"20403","NR3C1","KRAS",1
"20404","NR3C1","RAF1",1
"20405","HNF1A","XBP1",1
"20406","HNF1A","HSPA5",1
"20407","FOXA2","NEUROG3",1
"20408","GLIS3","NEUROG3",1
"20409","SP1","POLI",1
"20410","YBX1","PABPC1",1
"20411","GATA4","EPO",1
"20412","NR1I3","FN1",1
"20413","MITF","LYN",1
"20414","MITF","PIK3R1",1
"20415","ATF5","EGR1",1
"20416","HSF4","HSF2",-1
"20417","IRF3","SH3PXD2A",1
"20418","YY1","HAS2",-1
"20419","AR","OSR1",1
"20420","STAT3","KRT17",1
"20421","MYCN","DKK3",-1
"20422","NR3C2","CKM",1
"20423","SRF","MYH4",1
"20424","POU5F1","ACTG2",-1
"20425","POU5F1","CDH1",1
"20426","SMAD3","PLAU",1
"20427","SMAD3","CDH1",-1
"20428","NFE2L2","MST1R",1
"20429","SATB1","IL4",1
"20430","NFATC2","LARGE1",1
"20431","KLF6","PSG5",1
"20432","KLF6","CTSG",1
"20433","KLF6","PSG3",1
"20434","TP53","GSN",1
"20435","NFE2L2","UGT1A1",1
"20436","TWIST2","POSTN",1
"20437","KLF5","GRHL3",1
"20438","NFATC2","NKX2-3",1
"20439","HSF1","NR4A3",1
"20440","NRF1","NR4A3",1
"20441","VDR","NPHS1",1
"20442","HNF4A","LPA",1
"20443","NR1H4","LPA",1
"20444","TFEB","LARGE1",1
"20445","FOXO1","POU5F1",1
"20446","FOXO1","SOX2",1
"20447","DDIT3","FN1",1
"20448","DDIT3","PTX3",1
"20449","KLF1","DNASE2",1
"20450","ETS2","FLT4",1
"20451","NFE2L2","KRAS",1
"20452","AR","PIP",1
"20453","RUNX2","PIP",1
"20454","RELA","TRIM28",1
"20455","STAT3","TRIM28",1
"20456","NFE2L2","BACH1",1
"20457","SPI1","IGF2",1
"20458","ZNF91","IGF2",1
"20459","CTCF","CDKN1A",1
"20460","ATF1","KAT2B",1
"20461","STAT6","SLC26A4",1
"20462","DNMT1","SLC12A2",1
"20463","ERG","CRISP3",1
"20464","PGR","TH",1
"20465","BCL6B","GDNF",1
"20466","POU3F1","GDNF",1
"20467","ETV5","CXCR4",1
"20468","TBXT","CXCR4",1
"20469","IRF1","PMAIP1",1
"20470","IRF4","PMAIP1",-1
"20471","IRF4","IFNG",1
"20472","FOXO1","CYP1A1",1
"20473","RORA","AGRP",1
"20474","RORA","NR1D2",1
"20475","RORA","PLG",1
"20476","RORA","SPARC",1
"20477","IRF4","CDKN1B",1
"20478","MYC","IRF4",1
"20479","NR5A1","SHH",1
"20480","CEBPA","FOSB",1
"20481","SP1","FOSB",1
"20482","ESR1","SCARB1",1
"20483","ATF3","PDX1",-1
"20484","PDX1","AXIN1",1
"20485","ATF6","INS",-1
"20486","ATF6B","INS",1
"20487","NR4A3","ADCYAP1",1
"20488","NR4A3","CRH",1
"20489","IRX3","GJA5",1
"20490","IRX3","GJA1",-1
"20491","EGR1","SPRY1",1
"20492","NFIL3","PHEX",-1
"20493","NFIL3","PTH",1
"20494","SP7","SATB2",1
"20495","SATB2","SP7",1
"20496","KLF10","KDR",1
"20497","AHR","SULT1E1",1
"20498","IKZF4","HBG1",1
"20499","ISL1","CCND1",1
"20500","MYC","ISL1",1
"20501","ISL1","MYC",1
"20502","TP53","PAPPA",1
"20503","TP53","MET",-1
"20504","ETV4","CXCR4",1
"20505","NR5A1","HJV",1
"20506","KMT2A","ELL2",1
"20507","FOXP2","MET",-1
"20508","MYC","FOXO3",1
"20509","AHR","FLG",1
"20510","SMAD2","PPARG",1
"20511","SMAD4","PPARG",1
"20512","RUNX1","LITAF",1
"20513","RUNX1","GADD45A",1
"20514","E2F3","IL6R",1
"20515","PTF1A","ATOH7",-1
"20516","YY1","POSTN",-1
"20517","HMBOX1","IFNG",1
"20518","HIF1A","ZNF267",1
"20519","FOSL1","EGF",1
"20520","TAF1","HMOX1",1
"20521","EZH2","BCL2",1
"20522","ETS1","CCND3",-1
"20523","JUNB","IFNA1",1
"20524","JUNB","TNF",1
"20525","MYOG","ISYNA1",1
"20526","VDR","BMP7",1
"20527","PDX1","UCP2",1
"20528","NR2C2","SLC27A1",1
"20529","SOX17","COMP",1
"20530","ELK1","SLC2A1",1
"20531","SRF","SLC2A1",1
"20532","PPARA","TNFSF10",1
"20533","DMAP1","CDH1",1
"20534","NCOR2","PPARG",-1
"20535","NRL","MEF2C",1
"20536","MBD2","DMPK",1
"20537","JUND","GAST",1
"20538","YY1","SLC1A2",-1
"20539","NFE2L2","FGF21",1
"20540","SNAI1","ACTA2",1
"20541","ATF4","DNAJB9",1
"20542","ATF6","DNAJB9",1
"20543","MLXIPL","KLF10",1
"20544","ARX","SST",1
"20545","ARX","GHRL",1
"20546","FOXA2","FABP3",1
"20547","VAX2","WNT2",1
"20548","PLAG1","CD44",1
"20549","PLAG1","EGR1",1
"20550","TFAP2A","BHLHE23",1
"20551","TFAP2A","POU4F3",1
"20552","YY1","POU4F3",1
"20553","FOXO4","SIRT1",1
"20554","NFE2L2","NOS2",1
"20555","KAT5","CD44",1
"20556","NEUROD1","COL1A2",1
"20557","TBPL1","CXCL11",1
"20558","FOXO3","VEGFA",-1
"20559","FOXO3","FGFR1",1
"20560","CDX2","TLR4",1
"20561","TP53","SLC2A12",-1
"20562","IRF8","C1QB",1
"20563","STAT1","C1QB",1
"20564","SPI1","C1QB",1
"20565","SMAD2","IL2",1
"20566","SMAD3","IL2",1
"20567","CREB1","NDN",-1
"20568","FOXO1","NDN",1
"20569","CEBPD","CAMKK2",1
"20570","SOX9","CEBPB",-1
"20571","SOX9","CEBPD",-1
"20572","HBP1","MAP1LC3A",1
"20573","DNMT3B","CD4",1
"20574","DNMT3B","LAD1",1
"20575","MYOD1","ACHE",1
"20576","OTX2","NRL",1
"20577","TP53","YWHAG",1
"20578","RARA","BHLHE40",1
"20579","FOXA2","AQP9",1
"20580","FOXA2","ATIC",1
"20581","ELF1","TOLLIP",1
"20582","NR4A3","SKP2",1
"20583","DNMT1","MAPK1",1
"20584","HIF1A","IL17A",1
"20585","NCOA3","CCDC80",1
"20586","NR1I3","TUBA8",1
"20587","SP1","BMPR1A",1
"20588","TFAP4","CD4",-1
"20589","BATF","SIRT1",1
"20590","BATF","CD8A",1
"20591","DDIT3","HSP90AB1",1
"20592","PITX2","SLC13A3",1
"20593","RUNX1","CD34",1
"20594","BCL11B","FOXP3",1
"20595","BCL11B","IL10",1
"20596","STAT5A","MAF",1
"20597","TWIST1","BMI1",1
"20598","YBX1","AKT2",1
"20599","YBX1","BMI1",1
"20600","PAX2","ADAM10",1
"20601","ID1","KRT9",1
"20602","ID1","ME3",1
"20603","SP1","ORC2",1
"20604","NKX2-2","ARX",1
"20605","PAX2","L1CAM",-1
"20606","DNMT3B","SLC11A1",1
"20607","CEBPA","LGALS1",1
"20608","LMX1A","CDKN1B",1
"20609","LMX1A","HES1",1
"20610","LMX1B","CDKN1B",1
"20611","LMX1B","HES1",1
"20612","CEBPB","SLC6A2",1
"20613","NR3C1","SLC6A2",1
"20614","CAMTA1","ANXA2",1
"20615","CUX1","ECT2",1
"20616","E2F1","ECT2",1
"20617","NR1H3","FGF21",1
"20618","HEY1","SOST",1
"20619","MEF2B","SOST",1
"20620","MSX2","SOST",-1
"20621","SMAD9","SOST",1
"20622","IRF4","IL2",1
"20623","REL","IL4",1
"20624","SNAI1","KDM6B",1
"20625","GATA3","LOX",-1
"20626","MEF2A","MUTYH",1
"20627","RELA","CSF1",-1
"20628","CTCF","VEGFA",1
"20629","EGR2","MIR17HG",1
"20630","KDM5B","MIR17HG",1
"20631","MBD2","MIR17HG",1
"20632","SPI1","MIR17HG",1
"20633","DLX2","CDKN1A",-1
"20634","DLX2","CDKN2A",1
"20635","DLX2","MYC",1
"20636","DLX2","TGFB1",-1
"20637","DLX2","TGFBR2",1
"20638","JUN","CCN3",1
"20639","JUN","ILK",1
"20640","MYF5","CCND3",1
"20641","MYOG","CCND3",1
"20642","PAX7","CCND3",1
"20643","MYC","BCL2L11",1
"20644","JUN","BPIFA1",1
"20645","ETV6","EPOR",1
"20646","PREB","EPOR",1
"20647","RUNX1","EPOR",1
"20648","ATF3","CLDN1",1
"20649","ATF3","ITGA7",1
"20650","ATF3","LIF",1
"20651","ATF3","SERPINE2",1
"20652","SMARCA5","CASR",1
"20653","ID2","RB1",1
"20654","STAT5A","LIF",1
"20655","TCF7L2","G6PC1",-1
"20656","ESR1","FOXP1",1
"20657","FOXP1","ESR1",1
"20658","REST","HCN1",-1
"20659","RUNX1","CALCA",1
"20660","RUNX1","NTRK1",1
"20661","RUNX1","RET",1
"20662","GATA1","RUNX1",1
"20663","RUNX1","GATA1",1
"20664","RUNX1","MCF2L2",1
"20665","RUNX1","HES1",1
"20666","XBP1","RUNX2",1
"20667","EGR2","COMMD7",1
"20668","SOX10","COMMD7",1
"20669","TFAP2A","COMMD7",1
"20670","FOXN1","KRT14",1
"20671","MYCN","LRRN3",-1
"20672","ZBTB17","LRRN3",1
"20673","DNMT3B","MTSS1",1
"20674","ZNF692","PCK1",-1
"20675","RARA","MEST",1
"20676","NFKB1","EGF",1
"20677","BCL3","CTCF",-1
"20678","NFKB1","CTCF",-1
"20679","AIRE","IL2RA",1
"20680","AIRE","TSPOAP1",1
"20681","NCOA3","BRCA1",1
"20682","PITX3","C1QA",1
"20683","ZNF281","NANOG",1
"20684","CEBPB","MMP3",1
"20685","CEBPB","ADAMTS5",1
"20686","HR","MAP3K7",1
"20687","HR","TAB1",1
"20688","HR","TAB2",1
"20689","HR","TAB3",1
"20690","HR","TRIM5",1
"20691","NR2C2","TRIM5",1
"20692","IRF4","IL13",1
"20693","AR","CCL5",-1
"20694","SNAI1","MMP15",1
"20695","FOS","CFH",1
"20696","JUN","CFH",1
"20697","ESR1","SIRT1",1
"20698","MEF2A","TRIM63",1
"20699","FOXP1","GDF3",1
"20700","NR5A2","GDF3",1
"20701","EPAS1","CXCL8",1
"20702","NFE2L2","CXCL8",1
"20703","MXI1","CXCL8",1
"20704","MYC","CXCL8",1
"20705","ATF3","DHDDS",1
"20706","ATF3","HLA-DRB1",1
"20707","POU4F1","HIPK2",1
"20708","HOXD3","WNT1",1
"20709","SNAI1","NANOG",1
"20710","TP63","SATB1",1
"20711","NKX3-1","CD44",1
"20712","TP73","CD44",1
"20713","FOXO1","VCAM1",1
"20714","NR3C1","IL11",-1
"20715","NEUROD1","NEUROG2",1
"20716","NEUROG2","NEUROD1",1
"20717","MAZ","HRAS",1
"20718","SP7","NELL1",-1
"20719","ELF1","PF4",1
"20720","FLI1","PF4",1
"20721","ESR1","PTS",1
"20722","MAX","MAPK1",1
"20723","TP63","TNF",1
"20724","ARNT","IRS2",1
"20725","FOXO1","IRS2",1
"20726","FOXO3","IRS2",1
"20727","PAX6","AR",1
"20728","PAX6","TCF20",1
"20729","TCF20","AR",1
"20730","MYOD1","INPPL1",1
"20731","STAT1","COPS5",1
"20732","STAT1","ABL1",1
"20733","CREB1","FZD6",1
"20734","NR1H3","PLAC1",1
"20735","SMARCA5","CDT1",1
"20736","STAT3","FSCN1",1
"20737","NKX3-1","IGFBP6",1
"20738","PBX1","EPHA7",1
"20739","NFATC1","IRS2",1
"20740","PGR","CRYGB",1
"20741","TP53","ULBP2",1
"20742","HBP1","BECN1",1
"20743","SREBF2","HMGCR",1
"20744","HEY1","BMP2",-1
"20745","SOX2","PROM1",1
"20746","TP53","SPN",1
"20747","NEUROG3","DNER",1
"20748","NKX6-1","DNER",1
"20749","PDX1","DNER",1
"20750","SP1","GRIA2",1
"20751","TFAM","HSP90B2P",1
"20752","IRF8","BAX",1
"20753","STAT6","IL17A",1
"20754","RARA","KRT14",1
"20755","RARA","KRT9",1
"20756","ZBTB16","FGFR1",1
"20757","ZBTB16","KRT14",1
"20758","ZBTB16","KRT9",1
"20759","HOXA7","EPB41",1
"20760","IRF3","CTNNB1",1
"20761","NR0B2","SLC2A4",1
"20762","NR0B2","REG1A",1
"20763","NFIX","CHI3L1",1
"20764","STAT3","CHI3L1",1
"20765","NRF1","FBXW7",1
"20766","KLF5","SMURF2",1
"20767","CREM","SYK",1
"20768","MYC","NAAA",1
"20769","TP53","H1-2",1
"20770","NR2E1","CDKN1A",-1
"20771","SP4","TSPO",1
"20772","BMAL1","KDM5A",1
"20773","BMAL1","MBD2",1
"20774","CLOCK","MBD2",1
"20775","JARID2","PER2",1
"20776","KDM5A","PER2",1
"20777","MBD2","PER2",1
"20778","MITF","PAEP",1
"20779","TP63","CSF2",1
"20780","TP63","IL2",1
"20781","PHOX2B","GAD1",1
"20782","SIX3","GAD1",1
"20783","NFATC2","PRL",1
"20784","STAT5A","NFATC2",1
"20785","NFATC2","STAT5A",1
"20786","LHX4","AFP",1
"20787","MTA1","SENP1",1
"20788","MTA1","SUMO2",1
"20789","SP1","SUMO2",1
"20790","DNMT1","AR",1
"20791","IRF7","PPARGC1A",1
"20792","JUN","TGM1",1
"20793","JUNB","IVL",1
"20794","DDIT3","OFD1",1
"20795","HBP1","CREBBP",1
"20796","PITX2","LYRM4",1
"20797","KDM5B","CCND1",1
"20798","GATA4","PKD1",1
"20799","GATA4","PRKD3",1
"20800","NKX2-5","MEF2D",1
"20801","NKX2-5","PKD1",1
"20802","NKX2-5","PRKD3",1
"20803","PAX6","STAR",1
"20804","RBPJ","PTGS2",1
"20805","ESR1","ALK",1
"20806","YY1","RTCB",1
"20807","TFAP2A","DRD1",1
"20808","TFAP2A","CHRNA7",1
"20809","HR","CHRNA7",1
"20810","CEBPD","PRL",1
"20811","WT1","KIRREL2",1
"20812","STAT6","CCL2",-1
"20813","RUNX1","BCL2L1",1
"20814","SSRP1","BCL2L1",1
"20815","LEF1","IDO1",1
"20816","MYRF","ABCB1",1
"20817","MYRF","CDR2",1
"20818","CEBPB","PLAC8",1
"20819","SOX9","INS",1
"20820","SOX9","GCG",-1
"20821","TBX21","TNF",1
"20822","ESR1","EHMT2",1
"20823","AIP","ESR1",-1
"20824","ESR1","AIP",1
"20825","STAT6","TH",1
"20826","POU2F1","CAT",1
"20827","RUNX2","CCN2",-1
"20828","NFATC4","CGA",1
"20829","NFATC4","CRTC1",1
"20830","NFATC4","FSHB",1
"20831","NR4A1","FSHB",1
"20832","YBX1","CLU",1
"20833","HES1","ATOH1",-1
"20834","SOX4","SOX2",1
"20835","STAT1","IL12A",1
"20836","MITF","DCSTAMP",1
"20837","TAL1","DCSTAMP",-1
"20838","TBP","AKT1",1
"20839","SOX9","XPO4",1
"20840","RARA","HCK",1
"20841","SPI1","HCK",1
"20842","STAT3","TNFRSF1B",1
"20843","TP73","RCHY1",1
"20844","SSRP1","TLR3",1
"20845","ZNF362","ACAT1",1
