"","source","target","mor"
"39779","ZIC1","ABHD14A",1
"39780","ZKSCAN4","EP300",-1
"39781","ZKSCAN4","MDM2",-1
"39782","ZNF143","FBXW7",1
"39783","ZNF143","PTGS2",-1
"39784","ZNF143","NOS2",-1
"39785","ZNF148","ENO3",-1
"39786","ZNF202","ABCG1",-1
"39787","ZNF219","COL11A2",1
"39788","ZNF219","ACAN",1
"39789","ZNF224","SLC25A1",1
"39790","ZNF260","GATA4",1
"39791","ZNF274","DHCR7",1
"39792","ZNF274","HMGCR",1
"39793","ZNF32","MYOD1",-1
"39794","ZNF32","MYOG",-1
"39795","ZNF335","HOXA1",1
"39796","ZNF335","SOX9",1
"39797","ZNF350","MMP9",1
"39798","ZNF354C","RUNX2",1
"39799","ZNF384","RUNX2",-1
"39800","ZNF423","PPARG",1
"39801","ZNF521","CCND1",-1
"39802","ZNF521","BCL2",-1
"39803","ZNF76","TBP",-1
"39804","ZNF76","TCP11",1
"39805","ZSCAN10","NANOG",1
"39806","ZSCAN21","SNCA",1
"39807","CREB1","ASAH1",1
"39808","CREB1","HLA-E",1
"39809","CREB1","LTB",1
"39810","CREB1","PTPA",1
"39811","CREB1","PPP3CA",1
"39812","GATA4","CALCA",1
"39813","E2F1","CAV1",1
"39814","MEF2A","BARX2",1
"39815","MEF2A","MYH4",1
"39816","HIF1A","FASN",1
"39817","CEBPB","CPS1",1
"39818","TP53","TP53I11",1
"39819","NR1H3","APOA5",1
"39820","NR1H3","FOS",1
"39821","NR1H3","ELOVL1",1
"39822","NR1H3","ELOVL6",1
"39823","NR1H3","PNPLA3",1
"39824","NR1H3","F3",-1
"39825","STAT3","ADAMTS13",1
"39826","STAT3","MYB",-1
"39827","STAT3","MXD1",1
"39828","KLF9","CYP11A1",-1
"39829","NFE2L2","PRX",1
"39830","NFE2L2","LTB4R",-1
"39831","NFE2L2","PLA2G4A",-1
"39832","JUN","ACTG1",1
"39833","JUN","TNFRSF10B",1
"39834","JUN","CCR5",1
"39835","JUN","TCIRG1",1
"39836","JUN","CDH1",1
"39837","JUN","GNLY",1
"39838","JUN","SLC38A1",1
"39839","JUN","C5",1
"39840","JUN","SPATA12",1
"39841","JUN","MAP2K6",1
"39842","JUN","TNFRSF9",1
"39843","JUN","SLC1A3",1
"39844","JUN","NOXO1",1
"39845","JUN","IL21R",1
"39846","JUN","TREX1",1
"39847","JUN","MYL9",1
"39848","JUN","HMBS",1
"39849","JUN","TFF3",1
"39850","JUN","ERCC1",1
"39851","JUN","CPS1",-1
"39852","JUN","HGF",1
"39853","JUN","LAMC2",1
"39854","JUN","BIRC3",1
"39855","JUN","FGFBP1",1
"39856","JUN","CXCL1",1
"39857","JUN","SLC7A11",1
"39858","JUN","WEE1",1
"39859","JUN","LPL",1
"39860","JUN","PSEN2",1
"39861","JUN","SAT1",1
"39862","JUN","UPP1",1
"39863","JUN","TNFRSF8",1
"39864","JUN","DIO3",1
"39865","JUN","MSH2",1
"39866","JUN","GPRC5A",1
"39867","JUN","CYP4B1",1
"39868","JUN","DEFB4B",1
"39869","JUN","REG3A",1
"39870","JUN","MUC5AC",1
"39871","JUN","NFATC4",1
"39872","JUN","CXCR4",1
"39873","JUN","CALCB",1
"39874","JUN","DNAJB4",1
"39875","JUN","OSM",1
"39876","JUN","SNAP25",1
"39877","JUN","AGT",1
"39878","JUN","KLF16",1
"39879","JUN","LOXL4",1
"39880","JUN","SOD1",1
"39881","JUN","NOX1",1
"39882","JUN","AKR1B10",1
"39883","JUN","VCAN",1
"39884","JUN","OLR1",1
"39885","JUN","RAC2",1
"39886","JUN","BBC3",1
"39887","JUN","XYLT1",1
"39888","JUN","MCL1",1
"39889","JUN","CD320",1
"39890","JUN","TSLP",1
"39891","JUN","PHEX",1
"39892","JUN","WNK4",1
"39893","JUN","TLR10",1
"39894","JUN","ENPP1",-1
"39895","JUN","RGS4",1
"39896","JUN","F2R",1
"39897","JUN","CLDN2",1
"39898","JUN","S100A2",1
"39899","JUN","ENPP2",1
"39900","JUN","FASN",1
"39901","JUN","RASSF10",1
"39902","JUN","SERPINB3",1
"39903","JUN","PRKDC",1
"39904","JUN","CRABP1",1
"39905","JUN","RB1",1
"39906","JUN","LAMB1",1
"39907","JUN","KLK6",1
"39908","JUN","FOXP3",1
"39909","JUN","POU1F1",1
"39910","JUN","STAT3",1
"39911","JUN","FSHR",1
"39912","JUN","CASP14",1
"39913","AR","MAPT",1
"39914","AR","GLCCI1",1
"39915","KLF10","GSTP1",-1
"39916","RELA","HNF4A",-1
"39917","SRF","MYH1",1
"39918","SRF","NR1I3",1
"39919","SRF","SNCA",1
"39920","SRF","TPM2",1
"39921","SRF","PPP3CA",1
"39922","PGR","SERPINB5",1
"39923","SPI1","FZD4",1
"39924","SPI1","BLNK",1
"39925","EGR1","ADAMTS13",1
"39926","FOS","SERPINB5",1
"39927","FOS","RELB",1
"39928","FOS","MYH6",-1
"39929","PAX5","BACH2",1
"39930","MYB","CLU",1
"39931","MYB","SNAI2",1
"39932","ETS1","ALG12",1
"39933","ETS1","F3",1
"39934","GATA3","SMARCA2",1
"39935","GATA3","RUNX3",-1
"39936","MYC","ITGA3",1
"39937","SP1","ADAMTS13",1
"39938","SP1","HDAC7",1
"39939","SP1","PECAM1",1
"39940","SP1","PTPA",1
"39941","SP1","CDK5",1
"39942","FOXM1","MMP7",1
"39943","FOXM1","RHOC",1
"39944","FOXM1","SNAI2",1
"39945","FOXM1","PLAUR",1
"39946","SP3","PTPA",1
"39947","SP3","IVL",1
"39948","SP3","CDK5",1
"39949","FOXO3","ANG",1
"39950","FOXO3","TWIST1",-1
"39951","FOXO3","YBX1",-1
"39952","HNF4A","FASN",1
"39953","IKZF1","SGCG",1
"39954","SMAD3","DSG4",1
"39955","SMAD3","HOXD11",1
"39956","SMAD3","MSTN",1
"39957","E2F6","SMC1B",1
"39958","TWIST1","FGF10",1
"39959","ETS2","THBS1",-1
"39960","PPARG","TGFBRAP1",1
"39961","PPARG","CYP7A1",1
"39962","PPARG","HPSE",1
"39963","PPARG","TIMP3",1
"39964","USF1","PDLIM7",1
"39965","POU2F1","PECAM1",1
"39966","ESR1","DDIT3",1
"39967","MITF","PTGS2",1
"39968","STAT5A","FASN",-1
"39969","SMAD2","DSG4",1
"39970","SMAD2","DAP",1
"39971","SMAD2","HAVCR2",1
"39972","SMAD2","CDX2",-1
"39973","SMAD2","TGFBR1",1
"39974","TCF3","HPN",1
"39975","TCF3","NFE2",1
"39976","TCF3","CNN1",1
"39977","KLF5","E2F3",1
"39978","NR3C1","GLCCI1",1
"39979","CEBPZ","PDLIM7",1
"39980","CEBPZ","COL5A3",1
"39981","CEBPZ","CP",1
"39982","CEBPZ","FAS",1
"39983","CTCF","SLC13A2",1
"39984","TFAP2A","SLC13A2",-1
"39985","TFAP2A","PTPA",1
"39986","MYCN","GATA1",1
"39987","MYCN","LMO2",1
"39988","MYCN","SPI1",1
"39989","SMAD4","DPYSL2",-1
"39990","SMAD4","PROM1",1
"39991","ZEB1","SERPINB5",1
"39992","ZEB1","SERPINE1",-1
"39993","ZEB1","CDKN2A",-1
"39994","ZEB1","LLGL2",-1
"39995","GATA1","NR0B2",1
"39996","GATA1","SLC26A3",1
"39997","PPARA","SLC40A1",1
"39998","PPARA","PLPP1",1
"39999","FOXC1","TFAM",1
"40000","FOXC1","NOTCH1",1
"40001","FOXC1","CDH1",-1
"40002","POU5F1","JADE1",1
"40003","POU5F1","SP5",1
"40004","POU5F1","TOR1AIP2",1
"40005","POU5F1","CNTF",1
"40006","POU5F1","TYR",-1
"40007","POU5F1","EED",1
"40008","NR2F2","HBB",-1
"40009","TP63","PMAIP1",1
"40010","CEBPA","SMARCA2",1
"40011","SNAI2","SOX6",1
"40012","SNAI2","SOX5",-1
"40013","ATF4","SLC7A11",1
"40014","CLOCK","TXNRD1",1
"40015","CLOCK","F3",1
"40016","RUNX2","GPC1",1
"40017","RUNX2","VCAN",1
"40018","RUNX2","CLC",1
"40019","RUNX2","SLPI",1
"40020","RUNX2","ATF6",1
"40021","RUNX2","MPO",-1
"40022","SOX17","NBN",-1
"40023","SOX17","AXIN2",-1
"40024","ZNF331","DSTN",-1
"40025","ZNF331","STAM",-1
"40026","ZNF331","UQCRFS1",-1
"40027","ZNF331","SET",-1
"40028","ZNF331","ACTR3",-1
"40029","ZNF331","SSBP1",1
"40030","ZNF331","BAX",1
"40031","ZNF331","BBC3",1
"40032","ZNF331","PMAIP1",1
"40033","RXRA","MPO",1
"40034","RXRA","NPC1L1",1
"40035","RXRA","PCK1",1
"40036","RXRA","CYP19A1",1
"40037","RXRA","MTTP",1
"40038","RXRA","CAT",1
"40039","RXRA","FGF21",1
"40040","RXRA","KLK15",1
"40041","RXRA","TRIB3",1
"40042","RXRA","UCP1",1
"40043","RXRA","UCP3",1
"40044","RXRA","HMGCS2",1
"40045","RXRA","POU5F1",1
"40046","KLF4","F3",-1
"40047","KLF4","CYP11A1",-1
"40048","KLF4","LDLR",-1
"40049","KLF4","STAR",-1
"40050","KLF4","ALPL",1
"40051","KLF4","BIRC3",1
"40052","KLF4","SLC46A1",1
"40053","SNAI1","BRCA1",-1
"40054","FOXO1","ANG",1
"40055","FOXO1","CEBPB",1
"40056","NR0B2","POU2F1",1
"40057","NR0B2","SERPINE2",1
"40058","NR0B2","DHFR",-1
"40059","NR0B2","MYC",-1
"40060","NR1H2","F3",-1
"40061","NR1I2","MCAM",1
"40062","NR1I2","CCND1",1
"40063","NR1I2","HMOX1",1
"40064","NR1I2","KDR",1
"40065","NR1I2","PPARG",1
"40066","NFE2","ASIP",1
"40067","RUNX3","GZMB",1
"40068","RUNX3","PRF1",1
"40069","YY1","SERPINB5",-1
"40070","YY1","COX5B",1
"40071","YY1","ITGB1",1
"40072","YY1","ACTA1",1
"40073","YY1","ITGA3",1
"40074","YY1","MT-ATP6",1
"40075","YY1","GYPA",1
"40076","YY1","IRF2BPL",-1
"40077","YY1","CDKN2C",1
"40078","SOX11","TEAD2",1
"40079","SREBF1","PIK3R1",1
"40080","SREBF1","FLNA",1
"40081","ESR2","BIRC5",-1
"40082","ZEB2","CCND1",-1
"40083","ZEB2","CLDN4",-1
"40084","RARA","BCL2",-1
"40085","STAT1","IRF9",1
"40086","IRF9","STAT1",1
"40087","NR1H4","SLC7A7",1
"40088","SOX9","MAPK1",1
"40089","GATA2","NFE2",1
"40090","PAX6","ETV1",1
"40091","MXD1","PDLIM7",-1
"40092","IRF7","PMAIP1",1
"40093","CREBZF","FASN",1
"40094","CREBZF","NR1H3",1
"40095","NR5A2","INHA",1
"40096","NR5A2","NOS1",1
"40097","NR5A2","FASN",1
"40098","CEBPD","LEP",1
"40099","THRA","CYP27B1",1
"40100","THRA","RXRB",1
"40101","ESRRA","SFTPA1",1
"40102","ESRRA","PCK2",-1
"40103","ESRRA","RUNX2",1
"40104","PPARD","HMOX1",1
"40105","NR2C1","AGT",1
"40106","NKX2-2","PPY",1
"40107","FOXA1","SLC13A2",1
"40108","FOXA1","ELF3",-1
"40109","FOXA1","PPARG",-1
"40110","CUX1","IRF2BPL",-1
"40111","CUX1","SNAI1",1
"40112","ELK1","ADAMTS13",1
"40113","ELK1","NR1I3",1
"40114","ELK1","APOA1",-1
"40115","ELK1","PRKCI",1
"40116","PBX1","CYBB",1
"40117","NR4A1","CCNE1",1
"40118","TCF7L2","COPS5",1
"40119","TCF7L2","VEGFA",1
"40120","TCF7L2","SKP2",1
"40121","TCF7L2","AKT2",1
"40122","TCF7L2","SMC2",1
"40123","TCF7L2","ABCD2",1
"40124","TCF7L2","GAST",1
"40125","TCF7L2","LEP",1
"40126","TCF7L2","CDKN2A",1
"40127","TCF7L2","ZEB1",1
"40128","TCF7L2","YAP1",1
"40129","TCF7L2","CLDN1",1
"40130","TCF7L2","AXIN1",1
"40131","TCF7L2","TERT",1
"40132","TCF7L2","BMP2",1
"40133","TCF7L2","CLDN7",-1
"40134","TCF7L2","CD24",-1
"40135","TCF7L2","IHH",-1
"40136","TCF7L2","JUN",1
"40137","TCF7L2","ZBP1",1
"40138","TCF7L2","HPGD",1
"40139","TCF7L2","CCN1",1
"40140","TCF7L2","SLC7A11",1
"40141","NKX2-5","CALCA",1
"40142","SMAD1","CSF1",1
"40143","NANOG","RLIM",1
"40144","NANOG","E2F1",1
"40145","NANOG","LYN",1
"40146","NANOG","SMARCC1",1
"40147","NANOG","ATF3",1
"40148","NANOG","BCL6",1
"40149","NANOG","CCND2",1
"40150","NANOG","CCND3",1
"40151","NANOG","CCNE1",1
"40152","NANOG","CDK1",1
"40153","NANOG","CUL3",1
"40154","NANOG","JDP2",1
"40155","MEF2C","FOS",1
"40156","MEF2C","CSRP3",1
"40157","XBP1","FASN",1
"40158","ZBTB7A","MIA",-1
"40159","HSF2","CDK5R1",1
"40160","TFAP4","BGLAP",1
"40161","TFAP4","CLDN1",1
"40162","TFAP4","CLDN4",1
"40163","TFAP4","CLDN7",1
"40164","TFAP4","SNAI1",1
"40165","TFAP4","VIM",1
"40166","NFATC1","MYC",1
"40167","NR2C2","NANOG",1
"40168","USF2","MT-ATP6",1
"40169","USF2","ALB",1
"40170","USF2","CEBPA",1
"40171","USF2","FASN",1
"40172","ATF3","CAV1",1
"40173","ELK4","CCT8",1
"40174","MSX1","TAGLN",1
"40175","LEF1","CCNA1",1
"40176","LEF1","FGF18",1
"40177","ID1","ALPL",-1
"40178","NKX2-1","MUC5B",-1
"40179","NKX2-1","IRF2BPL",1
"40180","ID2","CD8A",1
"40181","ID2","ALPL",-1
"40182","ID3","ALPL",-1
"40183","ONECUT1","TGFA",1
"40184","TAL1","TRIB2",1
"40185","TAL1","GFI1",1
"40186","MEIS1","CYBB",-1
"40187","NFYA","HLA-E",1
"40188","NFYA","SLC13A4",1
"40189","NFYA","SQLE",1
"40190","NFYA","ACLY",1
"40191","NFYA","SCD",1
"40192","NFYA","SCD5",1
"40193","NFYA","FSHB",1
"40194","NFYA","MAP2K3",1
"40195","NFYA","PIWIL1",1
"40196","IRF3","PMAIP1",1
"40197","SMAD5","CSF1",1
"40198","SMAD5","PPARG",1
"40199","SMAD5","PDGFA",-1
"40200","ZNF8","BMP1",-1
"40201","THRB","PKD1",1
"40202","THRB","CYP27B1",1
"40203","THRB","ACACA",1
"40204","NR2F1","MDM2",1
"40205","NR2F1","FSHR",-1
"40206","TCF7","CCND1",1
"40207","BHLHE40","SREBF1",1
"40208","NR0B1","CCND1",-1
"40209","ERG","MMP1",1
"40210","ERG","SNAI2",1
"40211","ERG","GATA2",1
"40212","EBF1","GFI1",1
"40213","EBF1","CHGA",1
"40214","NFATC4","TFF1",1
"40215","FOSL2","PPARG",-1
"40216","FOSL2","DBH",1
"40217","FOSL2","TH",1
"40218","FOSL2","SPRR1B",1
"40219","FOSL2","RELB",1
"40220","FOSL2","LIF",1
"40221","FOSL2","ITGAX",1
"40222","FOSL2","FGF2",1
"40223","FOSL2","LAMA3",1
"40224","FOSL2","BGLAP",1
"40225","FOSL2","CYP11B1",1
"40226","FOSL2","GJA1",1
"40227","FOSL2","ABCA1",-1
"40228","TCF21","CNN1",1
"40229","ESRRB","BRCA2",-1
"40230","TGIF1","TGFB1",1
"40231","RXRB","ICAM1",1
"40232","BARX2","ACTA2",1
"40233","RREB1","CCK",1
"40234","CTBP2","AGT",-1
"40235","CTBP2","RETN",-1
"40236","ZFP42","CCNB2",1
"40237","NFATC3","FOS",1
"40238","NFATC3","JUN",1
"40239","TEAD2","ME1",1
"40240","MSX2","GPNMB",1
"40241","MSX2","SP7",1
"40242","MSX2","ALPL",-1
"40243","FOXP1","MYC",1
"40244","TEAD4","ACTA1",1
"40245","PITX3","F3",1
"40246","ZBTB18","ID2",-1
"40247","ZBTB18","ID3",-1
"40248","ZBTB18","ID4",-1
"40249","ARX","EGR1",1
"40250","ARX","ETS2",1
"40251","ARX","MEIS1",1
"40252","NEUROG2","CCND1",-1
"40253","GLI2","ZEB1",1
"40254","HOXA9","CREB1",1
"40255","HOXA9","PKNOX1",1
"40256","HOXA9","MEIS1",1
"40257","RFX1","TGFB2",1
"40258","RXRG","RBP2",1
"40259","ETV3","ERF",-1
"40260","MECOM","E2F1",1
"40261","SOX8","BEST1",1
"40262","ZIC3","ACTA1",1
"40263","HCFC1","COX7C",1
"40264","CREBBP","IFNB1",1
"40265","CREBBP","SLC1A2",1
"40266","CREBBP","MST1",1
"40267","CREBBP","SETDB1",-1
"40268","MYOD1","ACTA2",1
"40269","RYBP","CDC6",1
"40270","EID1","EGR1",1
"40271","CITED2","CEBPA",1
"40272","MYOCD","BMP10",1
"40273","MYOCD","ITGA8",1
"40274","LDB1","NFE2",1
"40275","SIRT1","SREBF1",1
"40276","SIRT1","CYP7A1",-1
"40277","SIRT1","PDK4",1
"40278","SIRT1","GADD45G",1
"40279","HDAC1","STAR",-1
"40280","PPARGC1A","FGF21",1
"40281","PPARGC1A","APLN",1
"40282","PPARGC1A","CDKN1A",1
"40283","PPARGC1A","HMOX1",1
"40284","PPARGC1A","NPC1L1",1
"40285","PPARGC1A","TRIB3",1
"40286","PPARGC1A","UCP1",1
"40287","RB1","GATA1",1
"40288","SAP30","IFNB1",1
"40289","IRF2BPL","KISS1",-1
"40290","VHL","PDGFB",1
"40291","VHL","CDH1",1
"40292","VHL","SNAI1",-1
"40293","VHL","ZEB2",-1
"40294","PER2","SERPINE1",-1
"40295","DACH1","KLF4",-1
"40296","DACH1","NANOG",-1
"40297","DACH1","SOX2",-1
"40298","DACH1","LIN28A",1
"40299","DACH1","LIN28B",1
"40300","BRCA1","NTHL1",1
"40301","PPARGC1B","MTTP",1
"40302","PPARGC1B","FABP1",1
"40303","PPARGC1B","SYTL4",1
"40304","PPARGC1B","TRIB3",1
"40305","PPARGC1B","UCP2",1
"40306","POU2AF1","BCL2",1
"40307","LMO1","NKX3-1",1
"40308","DLX3","KLK4",1
"40309","HEYL","NEUROG2",1
"40310","MEIS2","TGFBR2",-1
"40311","SOX7","DLL4",1
"40312","EP300","INVS",1
"40313","EP300","ALDH3A1",1
"40314","DDX5","CDKN1A",1
"40315","MUC1","CDKN1A",1
"40316","MUC1","JUN",-1
"40317","MUC1","CCN2",1
"40318","HIVEP1","CCND1",1
"40319","HIVEP1","PTGS2",-1
"40320","HIVEP1","MYC",-1
"40321","CTNNB1","CDX2",1
"40322","CTNNB1","CLDN1",1
"40323","CTNNB1","PSMD4",1
"40324","CTNNB1","S100A6",1
"40325","CTNNB1","BGLAP",-1
"40326","CTNNB1","NANOG",1
"40327","DAXX","BIRC3",-1
"40328","MBD3","POU5F1",-1
"40329","KAT2B","INVS",1
"40330","YAP1","BAX",1
"40331","CTBP1","AGT",-1
"40332","CTBP1","RETN",-1
"40333","NEUROD2","REST",-1
"40334","PA2G4","ERBB2",-1
"40335","TRIM24","STAT1",-1
"40336","ZBTB8A","CDKN1A",-1
"40337","HDAC3","BGLAP",-1
"40338","PAX6","MAB21L2",-1
"40339","PAX6","BCL9",1
"40340","PAX6","BCL9L",1
"40341","PAX6","FGF19",-1
"40342","PAX6","HOXD4",1
"40343","PAX6","MAFA",1
"40344","PAX6","ODF2",1
"40345","PAX6","ANGPTL7",1
"40346","PAX6","CDKN1A",1
"40347","PAX6","CDKN1C",1
"40348","PAX6","CDKN2D",1
"40349","PAX6","SPAG5",1
"40350","PAX6","FMNL2",1
"40351","PAX6","CLU",1
"40352","PAX6","VCAN",-1
"40353","PAX6","GSX2",-1
"40354","PAX6","EMX2",-1
"40355","PAX6","EPHB1",-1
"40356","PAX6","TFEC",1
"40357","PAX6","FLG",-1
"40358","PAX6","ITGA4",1
"40359","PAX6","IVL",-1
"40360","PAX6","KRT1",-1
"40361","PAX6","KRT3",1
"40362","PAX6","KRT10",-1
"40363","PAX6","ASCL1",-1
"40364","PAX6","FEZF2",-1
"40365","PAX6","DMRTA1",1
"40366","PAX6","SLC1A2",1
"40367","PAX6","TCF7L2",1
"40368","PAX6","TKT",1
"40369","SOX2","TP63",1
"40370","SOX2","GLI3",1
"40371","SOX2","JAG1",1
"40372","SOX2","MYCN",1
"40373","SOX2","NKX2-1",1
"40374","SOX2","CDKN1A",-1
"40375","SOX2","SOX21",1
"40376","SOX2","NR0B1",1
"40377","SOX2","FABP7",1
"40378","SOX2","GATA6",1
"40379","SOX2","GFAP",1
"40380","SOX2","HES5",1
"40381","SOX2","GADD45B",1
"40382","SOX2","TRIM33",-1
"40383","SOX2","BDNF",1
"40384","SOX2","NEUROG2",1
"40385","SOX2","TULP3",1
"40386","SOX2","TWIST1",-1
"40387","SOX2","CCNE1",1
"40388","RUNX1","C16orf54",1
"40389","RUNX1","ART1",1
"40390","RUNX1","IGLL5",1
"40391","RUNX1","IGLL1",1
"40392","RUNX1","OCLN",1
"40393","RUNX1","SOCS4",-1
"40394","RUNX1","CTLA4",-1
"40395","RUNX1","EYA4",1
"40396","RUNX1","IKZF3",1
"40397","RUNX1","HTR2C",1
"40398","RUNX1","IL2RA",1
"40399","RUNX1","IL7R",1
"40400","RUNX1","LIFR",1
"40401","RUNX1","MYH9",1
"40402","RUNX1","CELA2A",1
"40403","RUNX1","TJP1",1
"40404","RUNX1","CLDN5",1
"40405","RUNX1","VPREB1",1
"40406","RUNX1","RSPO3",1
"40407","RUNX1","TNFRSF18",-1
"40408","RUNX1","CD2",1
"40409","E2F1","CASP8",1
"40410","CTNNB1","ATOH1",1
"40411","CTNNB1","MMP13",1
"40412","CTNNB1","PITX2",1
"40413","CTNNB1","ENAM",1
"40414","CTNNB1","COPS5",1
"40415","CTNNB1","AKT2",1
"40416","CTNNB1","BACE1",-1
"40417","CTNNB1","HMGA1",1
"40418","CTNNB1","HES1",1
"40419","CTNNB1","ASCL1",1
"40420","CTNNB1","POU5F1",1
"40421","CTNNB1","ENAH",1
"40422","CTNNB1","MESP1",1
"40423","CTNNB1","SCN5A",-1
"40424","CTNNB1","NEUROG2",1
"40425","CTNNB1","HES7",1
"40426","CTNNB1","NR1I2",1
"40427","CTNNB1","SQSTM1",-1
"40428","FOXO1","CTSV",1
"40429","FOXO1","DDX5",-1
"40430","FOXO1","GCDH",-1
"40431","FOXO1","IL9",1
"40432","FOXO1","IRF4",1
"40433","FOXO1","SERPINB2",1
"40434","FOXO1","PLTP",1
"40435","FOXO1","PPA1",1
"40436","FOXO1","GALNT14",-1
"40437","FOXO1","NDNF",1
"40438","FOXO1","MCM3AP",1
"40439","POU5F1","STK40",-1
"40440","POU5F1","SRA1",1
"40441","POU5F1","AFP",-1
"40442","POU5F1","E2F3",1
"40443","POU5F1","IGF2-AS",1
"40444","POU5F1","TUG1",1
"40445","POU5F1","TET1",1
"40446","STAT3","MICB",1
"40447","STAT3","EGR1",1
"40448","STAT3","CDH4",1
"40449","STAT3","ADM",1
"40450","STAT3","STK35",1
"40451","STAT3","TPX2",1
"40452","STAT3","FOXM1",1
"40453","STAT3","TMEFF2",-1
"40454","STAT3","WWTR1",1
"40455","STAT3","ANXA1",1
"40456","STAT3","IGFBP2",1
"40457","STAT3","RHOH",1
"40458","STAT3","POLR2H",1
"40459","STAT3","HMGA2",1
"40460","CREB1","HSPA1B",1
"40461","CREB1","ENTPD1",1
"40462","CREB1","ESR1",1
"40463","CREB1","PNPLA6",1
"40464","CREB1","USP22",1
"40465","CREB1","HBG2",1
"40466","CREB1","STING1",1
"40467","CREB1","ASCL1",1
"40468","CREB1","RFC3",1
"40469","CREB1","CCNC",1
"40470","EGR1","EPO",1
"40471","EGR1","PTPRZ1",1
"40472","EGR1","VCAN",1
"40473","EGR1","NCAN",1
"40474","EGR1","CSPG4",1
"40475","FOXA2","HADH",1
"40476","FOXA2","BIRC2",1
"40477","FOXA2","ST18",-1
"40478","FOXA2","CDKN1A",1
"40479","FOXA2","CITED2",1
"40480","FOXA2","ADORA2B",1
"40481","FOXA2","CYP2A13",1
"40482","FOXA2","CADM1",1
"40483","FOXA2","ANO2",1
"40484","FOXA2","BAX",1
"40485","FOXA2","SLC12A2",1
"40486","FOXA2","UGT2B17",1
"40487","FOXA2","NR0B2",1
"40488","FOXA2","SLC4A4",1
"40489","CUX1","CDH2",1
"40490","CUX1","CEBPE",1
"40491","CUX1","DCTN6",-1
"40492","CUX1","DEFA1",1
"40493","CUX1","RHOBTB3",1
"40494","CUX1","FLNA",1
"40495","CUX1","ITGB2",1
"40496","CUX1","ARHGDIB",1
"40497","CUX1","MARCKS",1
"40498","CUX1","NEU1",1
"40499","CUX1","LIMA1",-1
"40500","CUX1","PNN",-1
"40501","CUX1","POLA1",1
"40502","CUX1","RASIP1",1
"40503","CUX1","PTK2",1
"40504","CUX1","PCDH10",-1
"40505","CUX1","THBS1",1
"40506","CUX1","VIM",1
"40507","CUX1","H4C4",-1
"40508","CUX1","CCN5",1
"40509","CUX1","PTTG1",-1
"40510","CUX1","RAB36",1
"40511","CUX1","ARHGAP32",-1
"40512","YY1","NKX2-5",1
"40513","YY1","CR2",1
"40514","YY1","AMELY",-1
"40515","YY1","CDH1",1
"40516","YY1","CPOX",-1
"40517","YY1","UBIAD1",1
"40518","YY1","SNAI1",1
"40519","YY1","PTTG1",-1
"40520","YY1","KIF14",1
"40521","YY1","SLC23A2",1
"40522","YY1","NR1H4",-1
"40523","HES1","ADAMTS5",1
"40524","HES1","GPR146",-1
"40525","HES1","COL1A1",1
"40526","HES1","COL1A2",1
"40527","HES1","CBLN4",1
"40528","HES1","BBC3",-1
"40529","HES1","CXCL2",-1
"40530","HES1","MMP13",1
"40531","HES1","NPAT",-1
"40532","HES1","BNIP3",-1
"40533","HES1","CCNE1",-1
"40534","HES1","IL1RL1",1
"40535","LEF1","COL2A1",1
"40536","LEF1","DKK1",1
"40537","LEF1","HES7",1
"40538","LEF1","MESP1",1
"40539","LEF1","POU5F1",1
"40540","LEF1","CDKN1A",1
"40541","LEF1","COL1A1",-1
"40542","LEF1","MESP2",1
"40543","LEF1","FGF3",1
"40544","LEF1","FGF4",1
"40545","LEF1","NOTCH1",1
"40546","LEF1","CELA2A",1
"40547","LEF1","SHH",1
"40548","LEF1","BMP4",1
"40549","LEF1","TYR",1
"40550","LEF1","CXCR4",1
"40551","LEF1","NR1I2",1
"40552","MYC","SNAI1",1
"40553","MYC","CTPS1",1
"40554","MYC","ADSL",1
"40555","MYC","GART",1
"40556","MYC","STING1",1
"40557","MYC","ATIC",1
"40558","MYC","PFAS",1
"40559","MYC","SERPINI1",1
"40560","MYC","TBX3",1
"40561","HIF1A","VTCN1",1
"40562","HIF1A","GYS1",1
"40563","HIF1A","SPRY2",-1
"40564","HIF1A","SEMA4D",1
"40565","HIF1A","CYP19A1",1
"40566","HIF1A","HSD3B2",1
"40567","HIF1A","NOS1",1
"40568","HIF1A","NTRK2",1
"40569","HIF1A","PRDX2",1
"40570","HIF1A","ATRIP",1
"40571","PBX1","CFTR",1
"40572","PBX1","PAX3",1
"40573","PBX1","ALX1",1
"40574","PBX1","FGF10",1
"40575","PBX1","NKX2-5",1
"40576","PBX1","ALPL",1
"40577","PBX1","GLI3",1
"40578","PBX1","HOXB7",1
"40579","PBX1","IBSP",-1
"40580","PBX1","IGF1R",1
"40581","PBX1","IGFBP2",-1
"40582","PBX1","PDGFRB",-1
"40583","PBX1","RNF6",1
"40584","PBX1","SNAI1",1
"40585","PBX1","VIM",1
"40586","PBX1","CD44",1
"40587","PBX1","FGF19",1
"40588","SOX9","PIK3CA",1
"40589","SOX9","GJB6",1
"40590","SOX9","MECOM",1
"40591","SOX9","FOS",-1
"40592","SOX9","JUNB",-1
"40593","SOX9","NFIA",1
"40594","SOX9","LEF1",1
"40595","SOX9","PITX2",1
"40596","SOX9","PRELP",1
"40597","SOX9","TBX20",1
"40598","SOX9","BMI1",1
"40599","SOX9","SOX4",1
